date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2020-05-13 15:00:00,116.097,115.861,116.121,115.833,116.116,115.879,116.139,115.85,29396
2020-05-13 16:00:00,115.861,115.793,115.914,115.765,115.879,115.81,115.933,115.783,17627
2020-05-13 17:00:00,115.793,115.753,115.803,115.707,115.81,115.771,115.821,115.727,13976
2020-05-13 18:00:00,115.753,115.703,115.805,115.7,115.771,115.722,115.82,115.717,9874
2020-05-13 19:00:00,115.703,115.746,115.8,115.682,115.722,115.763,115.819,115.703,10655
2020-05-13 20:00:00,115.746,115.722,115.809,115.722,115.763,115.824,115.829,115.746,4848
2020-05-13 21:00:00,115.722,115.81,115.817,115.72,115.824,115.88,115.917,115.774,22956
2020-05-13 22:00:00,115.81,115.775,115.831,115.719,115.88,115.796,115.887,115.74,5847
2020-05-13 23:00:00,115.775,115.707,115.796,115.696,115.796,115.726,115.815,115.716,5112
2020-05-14 00:00:00,115.707,115.643,115.707,115.604,115.726,115.662,115.726,115.622,12040
2020-05-14 01:00:00,115.643,115.522,115.714,115.503,115.662,115.541,115.734,115.519,10138
2020-05-14 02:00:00,115.522,115.591,115.594,115.513,115.541,115.611,115.614,115.533,7081
2020-05-14 03:00:00,115.591,115.547,115.62,115.533,115.611,115.566,115.64,115.55,4887
2020-05-14 04:00:00,115.547,115.543,115.573,115.49,115.566,115.562,115.591,115.508,4718
2020-05-14 05:00:00,115.543,115.45,115.544,115.442,115.562,115.469,115.563,115.461,6156
2020-05-14 06:00:00,115.45,115.507,115.516,115.352,115.469,115.525,115.535,115.372,12858
2020-05-14 07:00:00,115.507,115.454,115.527,115.397,115.525,115.474,115.545,115.415,18865
2020-05-14 08:00:00,115.454,115.482,115.596,115.419,115.474,115.5,115.617,115.438,14408
2020-05-14 09:00:00,115.482,115.498,115.544,115.441,115.5,115.517,115.563,115.459,8896
2020-05-14 10:00:00,115.498,115.514,115.516,115.363,115.517,115.534,115.534,115.382,21697
2020-05-14 11:00:00,115.514,115.514,115.538,115.386,115.534,115.533,115.558,115.403,18942
2020-05-14 12:00:00,115.514,115.447,115.546,115.344,115.533,115.464,115.563,115.362,24579
2020-05-14 13:00:00,115.447,115.336,115.54,115.329,115.464,115.355,115.558,115.348,24631
2020-05-14 14:00:00,115.336,115.717,115.755,115.318,115.355,115.738,115.772,115.336,34988
2020-05-14 15:00:00,115.717,115.646,115.814,115.569,115.738,115.664,115.834,115.588,28360
2020-05-14 16:00:00,115.646,115.576,115.675,115.505,115.664,115.594,115.696,115.525,17725
2020-05-14 17:00:00,115.576,115.642,115.713,115.54,115.594,115.66,115.732,115.559,12783
2020-05-14 18:00:00,115.642,115.619,115.7,115.612,115.66,115.638,115.717,115.631,10495
2020-05-14 19:00:00,115.619,115.913,115.92,115.617,115.638,115.934,115.939,115.635,16299
2020-05-14 20:00:00,115.913,115.823,115.917,115.823,115.934,115.955,115.955,115.845,6765
2020-05-14 21:00:00,115.823,115.845,115.907,115.823,115.955,115.907,115.958,115.887,2354
2020-05-14 22:00:00,115.845,115.851,115.912,115.841,115.907,115.871,115.936,115.858,10727
2020-05-14 23:00:00,115.851,116.002,116.028,115.846,115.871,116.022,116.048,115.868,4982
2020-05-15 00:00:00,116.002,116.011,116.075,115.958,116.022,116.032,116.095,115.979,13019
2020-05-15 01:00:00,116.011,115.881,116.024,115.848,116.032,115.902,116.043,115.866,10401
2020-05-15 02:00:00,115.881,115.924,115.929,115.835,115.902,115.944,115.949,115.856,5803
